date,mkt_rf,smb,hml,rf
2015-11-04,-0.00250000,0.00330000,-0.00320000,0.00000000
2015-11-05,-0.00070000,0.00020000,0.00490000,0.00000000
2015-11-06,0.00140000,0.00870000,0.00330000,0.00000000
2015-11-09,-0.00950000,-0.00240000,-0.00040000,0.00000000
2015-11-10,0.00130000,0.00000000,0.00220000,0.00000000
2015-11-11,-0.00430000,-0.00500000,-0.00180000,0.00000000
2015-11-12,-0.01450000,-0.00520000,-0.00410000,0.00000000
2015-11-13,-0.01060000,0.00320000,0.00360000,0.00000000
2015-11-16,0.01390000,-0.00600000,0.00480000,0.00000000
2015-11-17,-0.00110000,-0.00120000,-0.00640000,0.00000000
2015-11-18,0.01610000,-0.00020000,-0.00080000,0.00000000
2015-11-19,-0.00130000,-0.00250000,-0.00170000,0.00000000
2015-11-20,0.00350000,0.00430000,-0.00390000,0.00000000
2015-11-23,-0.00010000,0.00650000,-0.00350000,0.00000000
2015-11-24,0.00210000,0.00690000,0.00250000,0.00000000
2015-11-25,0.00070000,0.00880000,-0.00540000,0.00000000
2015-11-27,0.00090000,0.00240000,-0.00290000,0.00000000
2015-11-30,-0.00480000,0.00120000,0.00670000,0.00000000
2015-12-01,0.00970000,-0.00660000,0.00250000,0.00000000
2015-12-02,-0.01010000,0.00250000,-0.00700000,0.00000000
2015-12-03,-0.01500000,-0.00200000,0.00400000,0.00000000
2015-12-04,0.01870000,-0.01020000,-0.00480000,0.00000000
2015-12-07,-0.00830000,-0.00880000,-0.00680000,0.00000000
2015-12-08,-0.00580000,0.00470000,-0.01190000,0.00000000
2015-12-09,-0.00830000,-0.00350000,0.00390000,0.00000000
2015-12-10,0.00300000,0.00110000,-0.00230000,0.00000000
2015-12-11,-0.02020000,-0.00230000,-0.00060000,0.00000000
2015-12-14,0.00290000,-0.01030000,-0.00170000,0.00000000
2015-12-15,0.01100000,0.00050000,0.00790000,0.00000000
2015-12-16,0.01470000,0.00020000,-0.00680000,0.00000000
2015-12-17,-0.01460000,0.00400000,-0.00360000,0.00000000
2015-12-18,-0.01690000,0.00750000,-0.00370000,0.00000000
2015-12-21,0.00740000,-0.00180000,-0.00070000,0.00000000
2015-12-22,0.00890000,-0.00070000,0.00510000,0.00000000
2015-12-23,0.01290000,0.00120000,0.00570000,0.00000000
2015-12-24,-0.00110000,0.00290000,-0.00020000,0.00000000
2015-12-28,-0.00280000,-0.00470000,-0.00360000,0.00000000
2015-12-29,0.01050000,0.00090000,-0.00270000,0.00000000
2015-12-30,-0.00740000,-0.00170000,-0.00150000,0.00000000
2015-12-31,-0.00920000,-0.00240000,0.00230000,0.00000000
2016-01-04,-0.01590000,-0.00870000,0.00520000,0.00000000
2016-01-05,0.00130000,-0.00180000,0.00000000,0.00000000
2016-01-06,-0.01340000,-0.00130000,0.00010000,0.00000000
2016-01-07,-0.02440000,-0.00290000,0.00080000,0.00000000
2016-01-08,-0.01110000,-0.00490000,-0.00030000,0.00000000
2016-01-11,-0.00060000,-0.00640000,0.00400000,0.00000000
2016-01-12,0.00720000,-0.00420000,-0.00780000,0.00000000
2016-01-13,-0.02660000,-0.00730000,0.00800000,0.00000000
2016-01-14,0.01650000,0.00020000,-0.00410000,0.00000000
2016-01-15,-0.02130000,0.00400000,-0.00220000,0.00000000
2016-01-19,-0.00190000,-0.01330000,-0.00070000,0.00000000
2016-01-20,-0.00940000,0.01870000,-0.01260000,0.00000000
2016-01-21,0.00450000,-0.00520000,-0.00010000,0.00000000
2016-01-22,0.02080000,0.00210000,-0.00190000,0.00000000
2016-01-25,-0.01700000,-0.00390000,-0.00980000,0.00000000
2016-01-26,0.01520000,0.00410000,0.01180000,0.00000000
2016-01-27,-0.01110000,-0.00560000,0.01700000,0.00000000
2016-01-28,0.00490000,-0.00460000,0.01260000,0.00000000
2016-01-29,0.02570000,0.00480000,0.00420000,0.00000000
2016-02-01,-0.00040000,-0.00190000,-0.01000000,0.00000000
2016-02-02,-0.02000000,-0.00030000,-0.00360000,0.00000000
2016-02-03,0.00460000,-0.00330000,0.00450000,0.00000000
2016-02-04,0.00270000,0.00110000,0.00350000,0.00000000
2016-02-05,-0.02060000,-0.01060000,0.01630000,0.00000000
2016-02-08,-0.01510000,-0.00010000,0.00820000,0.00000000
2016-02-09,-0.00080000,-0.00470000,-0.00290000,0.00000000
2016-02-10,0.00010000,-0.00050000,-0.00550000,0.00000000
2016-02-11,-0.01170000,0.00510000,-0.01470000,0.00000000
2016-02-12,0.01980000,-0.00520000,0.01080000,0.00000000
2016-02-16,0.01780000,0.00520000,-0.00520000,0.00000000
2016-02-17,0.01740000,-0.00060000,-0.00650000,0.00000000
2016-02-18,-0.00510000,0.00000000,0.00220000,0.00000000
2016-02-19,0.00060000,0.00420000,-0.00580000,0.00000000
2016-02-22,0.01430000,-0.00270000,0.00260000,0.00000000
2016-02-23,-0.01210000,0.00470000,-0.00500000,0.00000000
2016-02-24,0.00540000,0.00700000,-0.00290000,0.00000000
2016-02-25,0.01100000,-0.00430000,0.00220000,0.00000000
2016-02-26,-0.00020000,0.00800000,0.00290000,0.00000000
2016-02-29,-0.00690000,0.00650000,0.00250000,0.00000000
2016-03-01,0.02340000,-0.00660000,0.00390000,0.00000000
2016-03-02,0.00540000,0.00520000,0.00680000,0.00000000
2016-03-03,0.00500000,0.00460000,0.00650000,0.00000000
2016-03-04,0.00370000,0.00290000,0.00280000,0.00000000
2016-03-07,0.00210000,0.01200000,0.00550000,0.00000000
2016-03-08,-0.01270000,-0.01170000,-0.00470000,0.00000000
2016-03-09,0.00500000,0.00010000,0.00400000,0.00000000
2016-03-10,-0.00100000,-0.00860000,0.00620000,0.00000000
2016-03-11,0.01690000,0.00280000,0.00230000,0.00000000
2016-03-14,-0.00120000,-0.00080000,-0.00900000,0.00000000
2016-03-15,-0.00350000,-0.01490000,0.00690000,0.00000000
2016-03-16,0.00630000,0.00100000,-0.00090000,0.00000000
2016-03-17,0.00710000,0.00830000,0.00590000,0.00000000
2016-03-18,0.00540000,0.00370000,-0.00140000,0.00000000
2016-03-21,0.00100000,-0.00220000,-0.00320000,0.00000000
2016-03-22,-0.00050000,-0.00010000,-0.00450000,0.00000000
2016-03-23,-0.00850000,-0.01170000,-0.00160000,0.00000000
2016-03-24,0.00000000,0.00480000,-0.00060000,0.00000000
2016-03-28,0.00040000,-0.00030000,0.00160000,0.00000000
2016-03-29,0.01070000,0.01800000,-0.01190000,0.00000000
2016-03-30,0.00410000,-0.00300000,0.00160000,0.00000000
2016-03-31,-0.00110000,0.00450000,-0.00490000,0.00000000
2016-04-01,0.00640000,-0.00250000,-0.00630000,0.00000000
2016-04-04,-0.00410000,-0.00200000,-0.00780000,0.00000000
2016-04-05,-0.00940000,-0.00080000,-0.00380000,0.00000000
2016-04-06,0.01140000,0.00220000,-0.00760000,0.00000000
2016-04-07,-0.01230000,-0.00050000,-0.00380000,0.00000000
2016-04-08,0.00290000,0.00020000,0.00680000,0.00000000
2016-04-11,-0.00280000,-0.00130000,0.00950000,0.00000000
2016-04-12,0.00990000,-0.00070000,0.00870000,0.00000000
2016-04-13,0.01230000,0.00860000,0.00380000,0.00000000
2016-04-14,0.00030000,-0.00260000,0.00140000,0.00000000
2016-04-15,-0.00040000,0.00340000,-0.00340000,0.00000000
2016-04-18,0.00650000,0.00110000,-0.00190000,0.00000000
2016-04-19,0.00280000,-0.00370000,0.01480000,0.00000000
2016-04-20,0.00150000,-0.00110000,0.00580000,0.00000000
2016-04-21,-0.00480000,0.00100000,-0.00600000,0.00000000
2016-04-22,0.00120000,0.00820000,0.00510000,0.00000000
2016-04-25,-0.00240000,-0.00580000,-0.00180000,0.00000000
2016-04-26,0.00290000,0.00660000,0.00810000,0.00000000
2016-04-27,0.00210000,0.00050000,0.00700000,0.00000000
2016-04-28,-0.00960000,-0.00130000,-0.00020000,0.00000000
2016-04-29,-0.00500000,-0.00150000,0.00360000,0.00000000
2016-05-02,0.00780000,0.00030000,-0.00380000,0.00000000
2016-05-03,-0.01050000,-0.00660000,-0.00450000,0.00000000
2016-05-04,-0.00660000,-0.00140000,0.00050000,0.00000000
2016-05-05,-0.00080000,-0.00500000,0.00060000,0.00000000
2016-05-06,0.00380000,0.00030000,0.00240000,0.00000000
2016-05-09,0.00050000,0.00390000,-0.01460000,0.00000000
2016-05-10,0.01260000,-0.00400000,0.00500000,0.00000000
2016-05-11,-0.00890000,-0.00350000,0.00790000,0.00000000
2016-05-12,-0.00110000,-0.00620000,0.00140000,0.00000000
2016-05-13,-0.00820000,0.00390000,-0.00670000,0.00000000
2016-05-16,0.00990000,0.00280000,-0.00230000,0.00000000
2016-05-17,-0.00950000,-0.00800000,0.00610000,0.00000000
2016-05-18,0.00100000,0.00130000,0.00890000,0.00000000
2016-05-19,-0.00320000,-0.00350000,-0.00260000,0.00000000
2016-05-20,0.00750000,0.00900000,-0.00260000,0.00000000
2016-05-23,-0.00190000,0.00250000,-0.00320000,0.00000000
2016-05-24,0.01430000,0.00710000,-0.00350000,0.00000000
2016-05-25,0.00710000,-0.00210000,0.00560000,0.00000000
2016-05-26,-0.00040000,-0.00080000,-0.00530000,0.00000000
2016-05-27,0.00480000,0.00350000,-0.00170000,0.00000000
2016-05-31,-0.00010000,0.00520000,-0.00370000,0.00000000
2016-06-01,0.00200000,0.00650000,-0.00210000,0.00000000
2016-06-02,0.00350000,0.00330000,-0.00580000,0.00000000
2016-06-03,-0.00380000,-0.00160000,-0.00070000,0.00000000
2016-06-06,0.00600000,0.00670000,0.00310000,0.00000000
2016-06-07,0.00120000,0.00160000,0.00100000,0.00000000
2016-06-08,0.00370000,0.00450000,-0.00090000,0.00000000
2016-06-09,-0.00270000,-0.00400000,-0.00240000,0.00000000
2016-06-10,-0.01050000,-0.00350000,-0.00180000,0.00000000
2016-06-13,-0.00840000,-0.00350000,0.00120000,0.00000000
2016-06-14,-0.00190000,0.00260000,-0.00720000,0.00000000
2016-06-15,-0.00110000,0.00230000,-0.00030000,0.00000000
2016-06-16,0.00240000,-0.00350000,-0.00440000,0.00000000
2016-06-17,-0.00300000,-0.00110000,0.00950000,0.00000000
2016-06-20,0.00710000,0.00620000,0.00010000,0.00000000
2016-06-21,0.00210000,-0.00640000,0.00510000,0.00000000
2016-06-22,-0.00200000,-0.00320000,0.00070000,0.00000000
2016-06-23,0.01450000,0.00510000,0.00470000,0.00000000
2016-06-24,-0.03690000,0.00170000,-0.01210000,0.00000000
2016-06-27,-0.02060000,-0.00950000,-0.00720000,0.00000000
2016-06-28,0.01760000,-0.00380000,0.00160000,0.00000000
2016-06-29,0.01790000,0.00280000,-0.00040000,0.00000000
2016-06-30,0.01420000,0.00350000,0.00420000,0.00000000
2016-07-01,0.00240000,0.00520000,-0.00430000,0.00000000
2016-07-05,-0.00840000,-0.00630000,-0.01380000,0.00000000
2016-07-06,0.00620000,0.00170000,-0.00120000,0.00000000
2016-07-07,0.00020000,0.00330000,-0.00180000,0.00000000
2016-07-08,0.01590000,0.00910000,0.00330000,0.00000000
2016-07-11,0.00420000,0.00600000,0.00280000,0.00000000
2016-07-12,0.00750000,0.00620000,0.00980000,0.00000000
2016-07-13,-0.00040000,-0.00510000,0.00480000,0.00000000
2016-07-14,0.00510000,-0.00460000,0.00460000,0.00000000
2016-07-15,-0.00050000,0.00310000,0.00010000,0.00000000
2016-07-18,0.00240000,-0.00020000,-0.00140000,0.00000000
2016-07-19,-0.00220000,-0.00640000,0.00040000,0.00000000
2016-07-20,0.00480000,0.00440000,-0.00890000,0.00000000
2016-07-21,-0.00380000,-0.00050000,-0.00030000,0.00000000
2016-07-22,0.00480000,0.00260000,-0.00130000,0.00000000
2016-07-25,-0.00270000,-0.00050000,-0.00230000,0.00000000
2016-07-26,0.00130000,0.00580000,0.00540000,0.00000000
2016-07-27,-0.00140000,0.00550000,-0.00430000,0.00000000
2016-07-28,0.00190000,-0.00480000,-0.00330000,0.00000000
2016-07-29,0.00170000,-0.00050000,0.00030000,0.00000000
2016-08-01,-0.00160000,0.00200000,-0.00900000,0.00000000
2016-08-02,-0.00700000,-0.00570000,0.00170000,0.00000000
2016-08-03,0.00450000,0.00490000,0.00800000,0.00000000
2016-08-04,0.00050000,0.00090000,-0.00380000,0.00000000
2016-08-05,0.00920000,0.00390000,0.01000000,0.00000000
2016-08-08,-0.00060000,0.00020000,0.00500000,0.00000000
2016-08-09,0.00050000,-0.00030000,-0.00280000,0.00000000
2016-08-10,-0.00290000,-0.00440000,-0.00180000,0.00000000
2016-08-11,0.00540000,0.00140000,0.00030000,0.00000000
2016-08-12,-0.00060000,0.00090000,-0.00170000,0.00000000
2016-08-15,0.00380000,0.00750000,0.00390000,0.00000000
2016-08-16,-0.00570000,-0.00270000,0.00580000,0.00000000
2016-08-17,0.00120000,-0.00550000,0.00240000,0.00000000
2016-08-18,0.00320000,0.00460000,0.00340000,0.00000000
2016-08-19,-0.00110000,0.00100000,-0.00130000,0.00000000
2016-08-22,-0.00020000,0.00250000,-0.00400000,0.00000000
2016-08-23,0.00260000,0.00570000,-0.00010000,0.00000000
2016-08-24,-0.00550000,-0.00480000,0.00370000,0.00000000
2016-08-25,-0.00080000,0.00190000,0.00480000,0.00000000
2016-08-26,-0.00150000,0.00140000,-0.00080000,0.00000000
2016-08-29,0.00530000,-0.00080000,0.00340000,0.00000000
2016-08-30,-0.00140000,0.00120000,0.00280000,0.00000000
2016-08-31,-0.00240000,-0.00390000,0.00150000,0.00000000
2016-09-01,0.00030000,0.00120000,-0.00510000,0.00000000
2016-09-02,0.00530000,0.00400000,0.00360000,0.00000000
2016-09-06,0.00270000,0.00090000,-0.00550000,0.00000000
2016-09-07,0.00090000,0.00630000,0.00020000,0.00000000
2016-09-08,-0.00180000,-0.00010000,0.00590000,0.00000000
2016-09-09,-0.02460000,-0.00570000,0.00430000,0.00000000
2016-09-12,0.01440000,0.00010000,-0.00440000,0.00000000
2016-09-13,-0.01480000,-0.00240000,-0.00430000,0.00000000
2016-09-14,-0.00080000,0.00120000,-0.00810000,0.00000000
2016-09-15,0.01070000,0.00300000,-0.00320000,0.00000000
2016-09-16,-0.00360000,0.00320000,-0.00440000,0.00000000
2016-09-19,0.00050000,0.00430000,0.00150000,0.00000000
2016-09-20,-0.00010000,-0.00240000,-0.00400000,0.00000000
2016-09-21,0.01120000,0.00150000,0.00330000,0.00000000
2016-09-22,0.00700000,0.00860000,-0.00060000,0.00000000
2016-09-23,-0.00590000,-0.00100000,-0.00200000,0.00000000
2016-09-26,-0.00880000,-0.00220000,-0.00360000,0.00000000
2016-09-27,0.00640000,-0.00070000,-0.00490000,0.00000000
2016-09-28,0.00560000,0.00200000,0.01100000,0.00000000
2016-09-29,-0.00980000,-0.00400000,0.00500000,0.00000000
2016-09-30,0.00880000,0.00380000,0.00340000,0.00000000
2016-10-03,-0.00260000,-0.00020000,-0.00140000,0.00000000
2016-10-04,-0.00450000,0.00030000,0.00140000,0.00000000
2016-10-05,0.00580000,0.00290000,0.00800000,0.00000000
2016-10-06,-0.00060000,-0.00250000,0.00280000,0.00000000
2016-10-07,-0.00380000,-0.00510000,0.00200000,0.00000000
2016-10-10,0.00520000,0.00560000,0.00050000,0.00000000
2016-10-11,-0.01300000,-0.00590000,0.00430000,0.00000000
2016-10-12,0.00060000,-0.00240000,0.00340000,0.00000000
2016-10-13,-0.00410000,-0.00690000,-0.00620000,0.00000000
2016-10-14,0.00010000,-0.00390000,0.00580000,0.00000000
2016-10-17,-0.00290000,-0.00040000,0.00150000,0.00000000
2016-10-18,0.00600000,-0.00180000,0.00050000,0.00000000
2016-10-19,0.00240000,0.00050000,0.00930000,0.00000000
2016-10-20,-0.00160000,-0.00030000,-0.00110000,0.00000000
2016-10-21,0.00020000,-0.00140000,-0.00330000,0.00000000
2016-10-24,0.00540000,0.00060000,-0.00190000,0.00000000
2016-10-25,-0.00460000,-0.00590000,0.00240000,0.00000000
2016-10-26,-0.00230000,-0.00840000,0.00710000,0.00000000
2016-10-27,-0.00320000,-0.00960000,0.00560000,0.00000000
2016-10-28,-0.00290000,-0.00100000,0.00090000,0.00000000
2016-10-31,0.00020000,0.00070000,0.00090000,0.00000000
2016-11-01,-0.00680000,-0.00390000,0.00230000,0.00000000
2016-11-02,-0.00730000,-0.00640000,0.00260000,0.00000000
2016-11-03,-0.00400000,-0.00450000,0.01050000,0.00000000
2016-11-04,-0.00120000,0.00860000,-0.00420000,0.00000000
2016-11-07,0.02240000,0.00180000,-0.00110000,0.00000000
2016-11-08,0.00400000,-0.00080000,-0.00230000,0.00000000
2016-11-09,0.01450000,0.01880000,0.01070000,0.00000000
2016-11-10,0.00320000,0.01140000,0.01850000,0.00000000
2016-11-11,0.00180000,0.02520000,-0.00020000,0.00000000
2016-11-14,0.00200000,0.00640000,0.01410000,0.00000000
2016-11-15,0.00800000,-0.00540000,0.00150000,0.00000000
2016-11-16,-0.00120000,0.00300000,-0.00540000,0.00000000
2016-11-17,0.00560000,0.00130000,-0.00150000,0.00000000
2016-11-18,-0.00160000,0.00560000,0.00380000,0.00000000
2016-11-21,0.00770000,-0.00260000,0.00050000,0.00000000
2016-11-22,0.00310000,0.00560000,0.00530000,0.00000000
2016-11-23,0.00150000,0.00500000,0.00190000,0.00000000
2016-11-25,0.00400000,-0.00060000,-0.00290000,0.00000000
2016-11-28,-0.00640000,-0.00760000,0.00080000,0.00000000
2016-11-29,0.00120000,-0.00360000,-0.00050000,0.00000000
2016-11-30,-0.00250000,-0.00380000,0.02200000,0.00000000
2016-12-01,-0.00360000,-0.00640000,0.02030000,0.00000000
2016-12-02,0.00000000,0.00040000,-0.00320000,0.00000000
2016-12-05,0.00750000,0.01090000,0.00270000,0.00000000
2016-12-06,0.00470000,0.00620000,0.00210000,0.00000000
2016-12-07,0.01260000,-0.00600000,0.00480000,0.00000000
2016-12-08,0.00360000,0.01160000,0.00600000,0.00000000
2016-12-09,0.00460000,-0.00280000,0.00200000,0.00000000
2016-12-12,-0.00300000,-0.00950000,-0.00140000,0.00000000
2016-12-13,0.00600000,-0.00530000,-0.00250000,0.00000000
2016-12-14,-0.00820000,-0.00380000,-0.00280000,0.00000000
2016-12-15,0.00460000,0.00380000,0.00290000,0.00000000
2016-12-16,-0.00220000,0.00070000,-0.00410000,0.00000000
2016-12-19,0.00220000,0.00330000,0.00060000,0.00000000
2016-12-20,0.00440000,0.00430000,0.00640000,0.00000000
2016-12-21,-0.00240000,-0.00360000,0.00200000,0.00000000
2016-12-22,-0.00300000,-0.00750000,0.00250000,0.00000000
2016-12-23,0.00190000,0.00570000,-0.00500000,0.00000000
2016-12-27,0.00270000,0.00220000,0.00130000,0.00000000
2016-12-28,-0.00870000,-0.00270000,0.00080000,0.00000000
2016-12-29,-0.00040000,0.00150000,-0.00330000,0.00000000
2016-12-30,-0.00520000,-0.00110000,0.00210000,0.00000000
2017-01-03,0.00830000,-0.00120000,0.00060000,0.00000000
2017-01-04,0.00790000,0.00950000,-0.00150000,0.00000000
2017-01-05,-0.00210000,-0.00880000,-0.00780000,0.00000000
2017-01-06,0.00290000,-0.00660000,-0.00310000,0.00000000
2017-01-09,-0.00370000,-0.00300000,-0.01030000,0.00000000
2017-01-10,0.00160000,0.00880000,0.00430000,0.00000000
2017-01-11,0.00310000,-0.00230000,0.00680000,0.00000000
2017-01-12,-0.00300000,-0.00580000,-0.00860000,0.00000000
2017-01-13,0.00290000,0.00610000,-0.00090000,0.00000000
2017-01-17,-0.00490000,-0.00850000,-0.00640000,0.00000000
2017-01-18,0.00240000,0.00180000,0.00230000,0.00000000
2017-01-19,-0.00380000,-0.00500000,-0.00060000,0.00000000
2017-01-20,0.00330000,0.00050000,0.00220000,0.00000000
2017-01-23,-0.00290000,-0.00040000,-0.00330000,0.00000000
2017-01-24,0.00820000,0.00710000,0.00810000,0.00000000
2017-01-25,0.00840000,0.00170000,0.00430000,0.00000000
2017-01-26,-0.00100000,-0.00620000,0.00400000,0.00000000
2017-01-27,-0.00120000,-0.00010000,-0.00680000,0.00000000
2017-01-30,-0.00680000,-0.00720000,-0.00460000,0.00000000
2017-01-31,0.00000000,0.00870000,-0.00550000,0.00000000
2017-02-01,0.00030000,-0.00080000,0.00040000,0.00000000
2017-02-02,-0.00020000,-0.00230000,-0.00290000,0.00000000
2017-02-03,0.00820000,0.00510000,0.00740000,0.00000000
2017-02-06,-0.00270000,-0.00620000,-0.00160000,0.00000000
2017-02-07,0.00000000,-0.00300000,-0.00510000,0.00000000
2017-02-08,0.00070000,-0.00240000,-0.00590000,0.00000000
2017-02-09,0.00710000,0.00680000,0.00080000,0.00000000
2017-02-10,0.00370000,0.00390000,0.00170000,0.00000000
2017-02-13,0.00490000,-0.00320000,0.00340000,0.00000000
2017-02-14,0.00450000,-0.00240000,0.00350000,0.00000000
2017-02-15,0.00530000,0.00180000,-0.00420000,0.00000000
2017-02-16,-0.00160000,-0.00220000,0.00000000,0.00000000
2017-02-17,0.00200000,0.00000000,-0.00540000,0.00000000
2017-02-21,0.00600000,-0.00010000,0.00130000,0.00000000
2017-02-22,-0.00150000,-0.00370000,0.00100000,0.00000000
2017-02-23,-0.00120000,-0.00660000,0.00240000,0.00000000
2017-02-24,0.00150000,0.00030000,-0.00960000,0.00000000
2017-02-27,0.00210000,0.00830000,-0.00340000,0.00000000
2017-02-28,-0.00420000,-0.01370000,0.00140000,0.00000000
2017-03-01,0.01470000,0.00420000,0.00770000,0.00000000
2017-03-02,-0.00690000,-0.00520000,-0.00900000,0.00000000
2017-03-03,0.00080000,-0.00220000,0.00140000,0.00000000
2017-03-06,-0.00370000,-0.00350000,-0.00080000,0.00000000
2017-03-07,-0.00350000,-0.00290000,-0.00070000,0.00000000
2017-03-08,-0.00190000,-0.00120000,-0.00830000,0.00000000
2017-03-09,0.00050000,-0.00470000,-0.00230000,0.00000000
2017-03-10,0.00340000,0.00090000,-0.00470000,0.00000000
2017-03-13,0.00130000,0.00320000,-0.00080000,0.00000000
2017-03-14,-0.00360000,-0.00230000,-0.00010000,0.00000000
2017-03-15,0.00860000,0.00710000,-0.00460000,0.00000000
2017-03-16,-0.00070000,0.00460000,0.00230000,0.00000000
2017-03-17,-0.00080000,0.00640000,-0.00340000,0.00000000
2017-03-20,-0.00250000,-0.00110000,-0.00710000,0.00000000
2017-03-21,-0.01490000,-0.01330000,-0.00710000,0.00000000
2017-03-22,0.00160000,-0.00300000,-0.00570000,0.00000000
2017-03-23,-0.00030000,0.00690000,0.00490000,0.00000000
2017-03-24,-0.00050000,0.00130000,-0.00200000,0.00000000
2017-03-27,-0.00050000,0.00540000,-0.00490000,0.00000000
2017-03-28,0.00730000,-0.00140000,0.00720000,0.00000000
2017-03-29,0.00180000,0.00380000,-0.00090000,0.00000000
2017-03-30,0.00360000,0.00340000,0.00920000,0.00000000
2017-03-31,-0.00160000,0.00580000,-0.00320000,0.00000000
2017-04-03,-0.00280000,-0.01110000,-0.00080000,0.00000000
2017-04-04,0.00050000,-0.00230000,0.00310000,0.00000000
2017-04-05,-0.00440000,-0.00790000,-0.00300000,0.00000000
2017-04-06,0.00310000,0.00660000,0.00480000,0.00000000
2017-04-07,-0.00080000,0.00130000,-0.00260000,0.00000000
2017-04-10,0.00080000,0.00100000,0.00070000,0.00000000
2017-04-11,-0.00050000,0.00800000,0.00230000,0.00000000
2017-04-12,-0.00490000,-0.00840000,-0.00540000,0.00000000
2017-04-13,-0.00750000,-0.00250000,-0.00810000,0.00000000
2017-04-17,0.00890000,0.00240000,0.00240000,0.00000000
2017-04-18,-0.00250000,0.00370000,-0.00190000,0.00000000
2017-04-19,-0.00080000,0.00590000,-0.00440000,0.00000000
2017-04-20,0.00830000,0.00540000,0.00260000,0.00000000
2017-04-21,-0.00280000,0.00110000,-0.00150000,0.00000000
2017-04-24,0.01180000,0.00160000,0.00500000,0.00000000
2017-04-25,0.00660000,0.00370000,-0.00070000,0.00000000
2017-04-26,0.00040000,0.00710000,0.00320000,0.00000000
2017-04-27,0.00050000,-0.00130000,-0.00970000,0.00000000
2017-04-28,-0.00300000,-0.00700000,-0.00600000,0.00000000
2017-05-01,0.00210000,0.00250000,-0.00110000,0.00000000
2017-05-02,0.00030000,-0.00460000,-0.00230000,0.00000000
2017-05-03,-0.00190000,-0.00550000,0.00230000,0.00000000
2017-05-04,0.00020000,-0.00070000,-0.00330000,0.00000000
2017-05-05,0.00460000,0.00070000,0.00000000,0.00000000
2017-05-08,-0.00040000,-0.00240000,0.00250000,0.00000000
2017-05-09,-0.00050000,0.00490000,-0.00800000,0.00000000
2017-05-10,0.00200000,0.00190000,0.00030000,0.00000000
2017-05-11,-0.00250000,-0.00390000,-0.00160000,0.00000000
2017-05-12,-0.00180000,-0.00300000,-0.00610000,0.00000000
2017-05-15,0.00530000,0.00250000,0.00200000,0.00000000
2017-05-16,-0.00030000,0.00140000,-0.00090000,0.00000000
2017-05-17,-0.01970000,-0.00860000,-0.00600000,0.00000000
2017-05-18,0.00400000,0.00050000,-0.00380000,0.00000000
2017-05-19,0.00700000,-0.00370000,0.00400000,0.00000000
2017-05-22,0.00560000,0.00280000,-0.00300000,0.00000000
2017-05-23,0.00180000,-0.00100000,0.00640000,0.00000000
2017-05-24,0.00240000,-0.00130000,-0.00460000,0.00000000
2017-05-25,0.00420000,-0.00280000,-0.00740000,0.00000000
2017-05-26,0.00060000,-0.00030000,0.00100000,0.00000000
2017-05-30,-0.00190000,-0.00500000,-0.00350000,0.00000000
2017-05-31,-0.00020000,0.00040000,-0.00530000,0.00000000
2017-06-01,0.00940000,0.01000000,0.00040000,0.00000000
2017-06-02,0.00350000,0.00570000,-0.00760000,0.00000000
2017-06-05,-0.00170000,-0.00460000,-0.00040000,0.00000000
2017-06-06,-0.00280000,0.00090000,-0.00030000,0.00000000
2017-06-07,0.00150000,-0.00170000,-0.00040000,0.00000000
2017-06-08,0.00180000,0.01140000,0.00930000,0.00000000
2017-06-09,-0.00120000,0.00040000,0.02440000,0.00000000
2017-06-12,-0.00120000,-0.00250000,0.00340000,0.00000000
2017-06-13,0.00550000,0.00080000,-0.00140000,0.00000000
2017-06-14,-0.00170000,-0.00470000,-0.00520000,0.00000000
2017-06-15,-0.00300000,-0.00240000,-0.00110000,0.00000000
2017-06-16,-0.00040000,-0.00210000,-0.00190000,0.00000000
2017-06-19,0.00860000,0.00100000,-0.00730000,0.00000000
2017-06-20,-0.00730000,-0.00400000,-0.00480000,0.00000000
2017-06-21,-0.00070000,-0.00060000,-0.01670000,0.00000000
2017-06-22,0.00020000,0.00510000,-0.00410000,0.00000000
2017-06-23,0.00240000,0.00830000,-0.00480000,0.00000000
2017-06-26,0.00040000,-0.00030000,0.00700000,0.00000000
2017-06-27,-0.00850000,-0.00390000,0.01340000,0.00000000
2017-06-28,0.01010000,0.00750000,0.00210000,0.00000000
2017-06-29,-0.00830000,-0.00130000,0.01370000,0.00000000
2017-06-30,0.00140000,-0.00090000,-0.00300000,0.00000000
2017-07-03,0.00230000,0.00360000,0.01210000,0.00000000
2017-07-05,0.00120000,-0.00680000,-0.00580000,0.00000000
2017-07-06,-0.00950000,-0.00500000,0.00120000,0.00000000
2017-07-07,0.00690000,0.00410000,-0.00410000,0.00000000
2017-07-10,0.00050000,-0.00440000,-0.00070000,0.00000000
2017-07-11,0.00000000,0.00360000,-0.00550000,0.00000000
2017-07-12,0.00720000,0.00120000,-0.00520000,0.00000000
2017-07-13,0.00170000,-0.00080000,0.00390000,0.00000000
2017-07-14,0.00420000,-0.00130000,-0.00520000,0.00000000
2017-07-17,0.00000000,0.00210000,0.00100000,0.00000000
2017-07-18,0.00040000,-0.00290000,-0.00300000,0.00000000
2017-07-19,0.00590000,0.00520000,0.00030000,0.00000000
2017-07-20,-0.00010000,0.00060000,-0.00050000,0.00000000
